action,guest,id,subject,system,time
swiped in,False,112096139360,Ciji WARTHAN,swipe system,2019-01-23 11:53:21.042028
swiped in,True,112096655904,Deandra KLUKA,swipe system,2019-01-23 11:54:24.553617
swiped in,False,112097852048,Lish CANTATORE,swipe system,2019-01-23 11:57:51.108200
swiped in,False,112096593064,Keon ESTRADO,swipe system,2019-01-23 12:02:10.516170
swiped in,False,112094785376,Crissy CHEPLICK,swipe system,2019-01-23 12:02:21.421284
swiped in,False,112067599440,Alys MCMURTREY,swipe system,2019-01-23 12:03:31.152736
swiped in,False,112094858600,Leonor KLOMP,swipe system,2019-01-23 12:03:30.835901
swiped in,False,112097852720,Janna WAMBLES,swipe system,2019-01-23 12:06:24.226183
swiped in,False,112097472296,Yareli BRAUNING,swipe system,2019-01-23 12:06:49.344119
swiped in,False,112096061424,Marlee HORNEDO,swipe system,2019-01-23 12:07:36.238326
swiped in,True,112084401400,Kaela RZESZUTKO,swipe system,2019-01-23 12:12:05.252362
swiped in,True,112067982840,Nichole BEINKE,swipe system,2019-01-23 12:12:07.827439
swiped in,False,112083406744,Lavelle FEATHERS,swipe system,2019-01-23 12:14:05.164508
swiped in,False,112094167280,Margarete DUSHANE,swipe system,2019-01-23 12:14:39.055647
swiped in,True,112067861640,Brooklynn STRANIERI,swipe system,2019-01-23 12:15:36.603352
swiped in,False,112096062432,Tomeka MCQUAIG,swipe system,2019-01-23 12:15:37.333880
swiped in,False,112096061256,Jere KASICA,swipe system,2019-01-23 12:19:39.889644
swiped in,False,112094098600,Bryce SARDO,swipe system,2019-01-23 12:23:24.694735
swiped in,False,112096592112,Katerina BURDESHAW,swipe system,2019-01-23 12:23:32.349688
swiped in,False,112097921344,Kole ERHART,swipe system,2019-01-23 12:25:51.072384
swiped in,False,112084326720,Vergie ROTHMANN,swipe system,2019-01-23 12:27:36.656688
swiped in,False,112096062096,Katelynn MIKOLICH,swipe system,2019-01-23 12:28:43.493330
swiped in,False,112083467064,Shalonda SZELES,swipe system,2019-01-23 12:31:11.924800
swiped in,False,112094311424,Sanjuana SOGHOMONIAN,swipe system,2019-01-23 12:31:37.897005
swiped in,False,112094169128,Maureen DEAGLE,swipe system,2019-01-23 12:31:18.616127
swiped in,False,112097604216,Leaner MEAR,swipe system,2019-01-23 12:32:57.790984
swiped in,False,112094100000,Andres RASNER,swipe system,2019-01-23 12:33:20.986103
swiped in,False,112084324704,Algie PIEKUT,swipe system,2019-01-23 12:33:37.654713
swiped in,True,112069338728,Lorelei MORREALE,swipe system,2019-01-23 12:33:45.177372
swiped in,False,112094243248,Felecia BERNSHAUSEN,swipe system,2019-01-23 12:34:49.227531
swiped in,True,112079027112,Asia ASHKAR,swipe system,2019-01-23 12:36:39.046663
swiped in,False,112094578560,Gilman GARVIE,swipe system,2019-01-23 12:37:08.272879
swiped in,False,112084326832,Dereck YOCHIM,swipe system,2019-01-23 12:39:27.875432
swiped in,False,112094783696,Tyson SHARA,swipe system,2019-01-23 12:39:18.215462
swiped in,False,112097853112,Owen KOMADINA,swipe system,2019-01-23 12:43:29.640373
swiped in,True,112067726864,Jacquelin SAMEC,swipe system,2019-01-23 12:45:17.347511
swiped in,False,112084325432,Rose IRELAN,swipe system,2019-01-23 12:49:17.655601
swiped in,True,112067860744,Veva SAGINARIO,swipe system,2019-01-23 12:50:25.125675
swiped in,False,112094168288,Beadie PENALBER,swipe system,2019-01-23 12:50:41.445688
swiped in,False,112097852328,Nelle DALBERG,swipe system,2019-01-23 12:52:46.415805
swiped in,False,112094097480,Edie BESHIRS,swipe system,2019-01-23 12:54:52.264812
swiped in,False,112069141392,Benjiman FLEITES,swipe system,2019-01-23 12:55:28.431884
swiped in,True,112067919768,Katy OBERT,swipe system,2019-01-23 12:57:03.268986
swiped in,False,112094167952,Hugh ALLS,swipe system,2019-01-23 12:58:41.410812
swiped in,False,112094241736,Chalmers LUKAS,swipe system,2019-01-23 13:02:51.946390
swiped in,False,112094244144,Conner HEISSE,swipe system,2019-01-23 13:02:59.628735
swiped in,False,112096139360,Ciji WARTHAN,swipe system,2019-01-23 13:02:44.267788
swiped in,False,112076983152,Thaddeus STABLES,swipe system,2019-01-23 13:03:02.211419
swiped in,True,112096788208,Sheridan ZWEIGART,swipe system,2019-01-23 13:03:54.362036
swiped in,False,112076922720,Lizeth KAPLOW,swipe system,2019-01-23 13:06:50.418470
swiped in,False,112094242744,Randal PETLEY,swipe system,2019-01-23 13:07:39.253428
swiped in,False,112096062768,Greta GOLDSTON,swipe system,2019-01-23 13:11:57.796971
swiped in,False,112094098040,Lia PANN,swipe system,2019-01-23 13:11:58.193495
swiped in,False,112097852720,Janna WAMBLES,swipe system,2019-01-23 13:14:31.325039
swiped in,False,112097535984,Terell SUROWIEC,swipe system,2019-01-23 13:18:34.586690
swiped in,False,112069142064,Hazel DEFORE,swipe system,2019-01-23 13:23:07.796352
swiped in,False,112094514312,Chasity SHUTAK,swipe system,2019-01-23 13:25:11.952928
swiped in,False,112096528592,Zillah AMADOR,swipe system,2019-01-23 13:25:02.988993
swiped in,False,112097921344,Kole ERHART,swipe system,2019-01-23 13:25:59.592759
swiped in,False,112096062656,Ebert BOISSY,swipe system,2019-01-23 13:27:34.213236
swiped in,False,112096592560,Samara TAMANG,swipe system,2019-01-23 13:33:19.954620
swiped in,False,112094311760,Lavina DEMOYA,swipe system,2019-01-23 13:33:40.907706
swiped in,True,112088492632,Jazmin KOCZERA,swipe system,2019-01-23 13:36:13.067140
swiped in,False,112096138464,Maxwell TIBBETTS,swipe system,2019-01-23 13:36:29.872026
swiped in,False,112097919104,Joleen GIASSON,swipe system,2019-01-23 13:37:49.719282
swiped in,False,112084326720,Vergie ROTHMANN,swipe system,2019-01-23 13:38:11.415713
swiped in,True,112068231800,Lavada SALINGER,swipe system,2019-01-23 13:38:31.239084
swiped in,False,112069078992,John RIBLET,swipe system,2019-01-23 13:38:46.736083
swiped in,False,112069194192,Luciana CANTELLO,swipe system,2019-01-23 13:40:19.113402
swiped in,False,112097852832,Beverley NILSEN,swipe system,2019-01-23 13:41:14.118247
swiped in,False,112083467064,Shalonda SZELES,swipe system,2019-01-23 13:42:12.043512
swiped in,False,112097534248,Ura VILCHECK,swipe system,2019-01-23 13:44:09.051161
swiped in,False,112096594296,Elta CABANAYAN,swipe system,2019-01-23 13:47:36.761660
swiped in,False,112097604216,Leaner MEAR,swipe system,2019-01-23 13:53:08.897012
swiped in,False,112094170024,Phoenix SORVARI,swipe system,2019-01-23 14:00:39.078589
swiped in,False,112071119424,Ardelle WONDERS,swipe system,2019-01-23 14:02:54.718772
swiped in,False,112083466952,Beadie SOMICH,swipe system,2019-01-23 14:06:30.701210
swiped in,True,112086956184,Kiya CARVELL,swipe system,2019-01-23 14:10:38.712314
swiped in,False,112094243360,Star CHASON,swipe system,2019-01-23 14:13:07.770563
swiped in,False,112096464120,Hakeem FALIN,swipe system,2019-01-23 14:13:26.349180
swiped in,False,112097852328,Nelle DALBERG,swipe system,2019-01-23 14:15:58.281073
swiped in,True,112068210416,Alexia PHAIR,swipe system,2019-01-23 14:19:00.456633
swiped in,True,112075296384,Edmond VANHOOK,swipe system,2019-01-23 14:21:01.168223
swiped in,True,112084052736,Burnett GODIN,swipe system,2019-01-23 14:27:25.562830
swiped in,False,112096592560,Samara TAMANG,swipe system,2019-01-23 14:34:11.922751
swiped in,False,112076980800,Olen GARRETY,swipe system,2019-01-23 14:38:20.948035
swiped in,False,112097920112,Nicolette GLASBRENNER,swipe system,2019-01-23 14:39:41.763181
swiped in,False,112094514312,Chasity SHUTAK,swipe system,2019-01-23 14:43:52.298013
swiped in,False,112076983152,Thaddeus STABLES,swipe system,2019-01-23 14:51:52.108950
swiped in,False,112094579344,Julian BROOMS,swipe system,2019-01-23 15:16:28.127168
swiped in,False,112096528480,Irven DARNES,swipe system,2019-01-23 15:17:06.970526
swiped in,False,112076922048,Author SCHMEISER,swipe system,2019-01-23 15:24:29.074783
swiped in,True,112092967544,Aileen KILGARIFF,swipe system,2019-01-23 15:27:37.847351
swiped in,False,112083406072,Sharron SCHROM,swipe system,2019-01-23 15:32:35.561253
swiped in,True,112068293464,Elenore OGAWA,swipe system,2019-01-23 15:34:00.684211
swiped in,False,112097472296,Yareli BRAUNING,swipe system,2019-01-23 15:34:07.530494
swiped in,False,112097921232,Kia TRAPPIER,swipe system,2019-01-23 15:53:17.580500
swiped in,False,112069194192,Luciana CANTELLO,swipe system,2019-01-23 15:54:28.028796
swiped in,False,112094785376,Crissy CHEPLICK,swipe system,2019-01-23 15:54:52.960661
swiped in,False,112097919104,Joleen GIASSON,swipe system,2019-01-23 16:00:49.716123
swiped in,True,112077107440,Nicolette MCKERRACHER,swipe system,2019-01-23 16:11:55.777236
swiped in,True,112086354576,Harlene BLEICH,swipe system,2019-01-23 16:12:02.368523
swiped in,True,112094451304,Amy MALAN,swipe system,2019-01-23 16:16:25.643508
swiped in,True,112098113464,Santiago HERSHENSON,swipe system,2019-01-23 16:32:05.492987
swiped in,False,112096061424,Marlee HORNEDO,swipe system,2019-01-23 16:37:18.717776
swiped in,True,112087919528,Allisson POMPLUN,swipe system,2019-01-23 16:38:24.526014
swiped in,False,112069142064,Hazel DEFORE,swipe system,2019-01-23 16:44:34.687010
swiped in,True,112078857888,Shanda RICHMER,swipe system,2019-01-23 16:57:48.860668
swiped in,True,112093211616,Guss CADA,swipe system,2019-01-23 17:16:36.588553
swiped in,False,112084327560,Kennth DORFLER,swipe system,2019-01-23 17:22:13.259140
swiped in,False,112094100000,Andres RASNER,swipe system,2019-01-23 17:27:23.546642
swiped in,True,112093963208,Ford SEVERT,swipe system,2019-01-23 17:35:31.040788
swiped in,False,112096062656,Ebert BOISSY,swipe system,2019-01-23 17:46:23.461277
swiped in,True,112093520896,Coby LASASSO,swipe system,2019-01-23 18:00:18.915648
swiped in,True,112069869520,Texie HOW,swipe system,2019-01-23 18:02:37.946441
swiped in,True,112069631280,Esker FALTER,swipe system,2019-01-23 18:09:36.081969
swiped in,False,112094168288,Beadie PENALBER,swipe system,2019-01-23 18:13:46.036888
swiped in,True,112093096032,Bama NANNIE,swipe system,2019-01-23 18:14:19.476714
swiped in,True,112069986120,Vance RECHKEMMER,swipe system,2019-01-23 18:34:32.882272
swiped in,True,112070232888,Lissa KEPICH,swipe system,2019-01-23 18:51:09.336572
swiped in,True,112069688120,Lavona MINARDI,swipe system,2019-01-23 20:00:07.344055
swiped in,True,112093706560,Joanie DINGES,swipe system,2019-01-23 20:05:13.573278
swiped in,False,112094313160,Erasmo BOSMANS,swipe system,2019-01-24 04:52:57.166635
swiped in,False,112094312152,Zina AZEREDO,swipe system,2019-01-24 06:16:31.817244
swiped in,False,112094313776,Devin DIXIT,swipe system,2019-01-24 07:00:11.804594
swiped in,False,112096061256,Jere KASICA,swipe system,2019-01-24 07:07:11.070573
swiped in,False,112094314168,Kirsten DILIBERTO,swipe system,2019-01-24 07:10:46.987635
swiped in,False,4462713600,Manford BROUILLARD,swipe system,2019-01-24 07:16:07.739203
swiped in,False,4462772912,Cecily HULLA,swipe system,2019-01-24 07:26:21.714135
swiped in,False,112094100000,Andres RASNER,swipe system,2019-01-24 07:28:07.217074
swiped in,False,112096529600,Tyron LETA,swipe system,2019-01-24 07:38:32.728573
swiped in,False,112097853112,Owen KOMADINA,swipe system,2019-01-24 07:39:45.969878
swiped in,False,112096528592,Zillah AMADOR,swipe system,2019-01-24 07:42:16.216938
swiped in,False,112097472296,Yareli BRAUNING,swipe system,2019-01-24 07:45:17.108637
swiped in,False,112097534248,Ura VILCHECK,swipe system,2019-01-24 07:45:57.149812
swiped in,True,112070937904,Raul WAHID,swipe system,2019-01-24 07:45:50.367540
swiped in,False,112097921344,Kole ERHART,swipe system,2019-01-24 07:46:44.223548
swiped in,True,112070702528,Urijah LENNARTZ,swipe system,2019-01-24 07:46:48.575495
swiped in,False,112096062096,Katelynn MIKOLICH,swipe system,2019-01-24 07:47:29.210384
swiped in,True,112070768512,Alyvia RAFIQ,swipe system,2019-01-24 07:51:10.776064
swiped in,False,112096062768,Greta GOLDSTON,swipe system,2019-01-24 07:51:27.988993
swiped in,False,112094514312,Chasity SHUTAK,swipe system,2019-01-24 07:56:10.630256
swiped in,False,112094314280,Tamika SLOTT,swipe system,2019-01-24 07:57:03.318898
swiped in,False,112096062432,Tomeka MCQUAIG,swipe system,2019-01-24 08:04:02.011898
swiped in,False,112097535984,Terell SUROWIEC,swipe system,2019-01-24 08:07:39.589602
swiped in,False,112094313160,Erasmo BOSMANS,swipe system,2019-01-24 08:10:53.007928
swiped in,False,112097921232,Kia TRAPPIER,swipe system,2019-01-24 08:11:45.646521
swiped in,False,112084324704,Algie PIEKUT,swipe system,2019-01-24 08:13:03.120080
swiped in,True,112070769856,Donnell NOLL,swipe system,2019-01-24 08:12:40.810591
swiped in,False,112097920112,Nicolette GLASBRENNER,swipe system,2019-01-24 08:15:26.581197
swiped in,False,112097604216,Leaner MEAR,swipe system,2019-01-24 08:17:50.693398
swiped in,True,112071000528,Laverna DIMASSO,swipe system,2019-01-24 08:19:03.693663
swiped in,False,112096062656,Ebert BOISSY,swipe system,2019-01-24 08:19:46.567744
swiped in,False,112094857312,Crawford TRUCKE,swipe system,2019-01-24 08:21:29.672467
swiped in,False,112077046000,Brain WARAICH,swipe system,2019-01-24 08:24:08.226734
swiped in,False,112094313384,Chaney PAVON,swipe system,2019-01-24 08:24:55.687983
swiped in,False,112097919104,Joleen GIASSON,swipe system,2019-01-24 08:27:47.103362
swiped in,False,112096592112,Katerina BURDESHAW,swipe system,2019-01-24 08:27:29.951796
swiped in,False,112097852328,Nelle DALBERG,swipe system,2019-01-24 08:28:17.045411
swiped in,False,112069141392,Benjiman FLEITES,swipe system,2019-01-24 08:29:20.510641
swiped in,False,112097603656,Worley DAMBERG,swipe system,2019-01-24 08:29:25.295878
swiped in,False,112094243808,Americo DEARMAN,swipe system,2019-01-24 08:30:27.329912
swiped in,False,112096139584,Lulla KIETZMAN,swipe system,2019-01-24 08:30:22.476053
swiped in,False,112094578560,Gilman GARVIE,swipe system,2019-01-24 08:30:47.433606
swiped in,False,112097852048,Lish CANTATORE,swipe system,2019-01-24 08:31:49.979390
swiped in,False,112096529152,Ryker POLACK,swipe system,2019-01-24 08:33:16.552571
swiped in,False,112094783696,Tyson SHARA,swipe system,2019-01-24 08:34:19.915153
swiped in,False,112096464120,Hakeem FALIN,swipe system,2019-01-24 08:35:25.795461
swiped in,False,112097852720,Janna WAMBLES,swipe system,2019-01-24 08:37:14.222659
swiped in,False,112069142064,Hazel DEFORE,swipe system,2019-01-24 08:37:23.377665
swiped in,False,112094098936,Corbett KRZYCKI,swipe system,2019-01-24 08:40:02.270122
swiped in,False,112094241736,Chalmers LUKAS,swipe system,2019-01-24 08:44:10.358788
swiped in,False,112071122784,Falon DUELLO,swipe system,2019-01-24 08:47:03.174178
swiped in,False,112096140032,Triston KUPIEC,swipe system,2019-01-24 08:47:34.722881
swiped in,False,112096139360,Ciji WARTHAN,swipe system,2019-01-24 08:48:14.156297
swiped in,False,112097852832,Beverley NILSEN,swipe system,2019-01-24 08:49:03.591407
swiped in,True,4448940608,Cayla SCANNAPIECO,swipe system,2019-01-24 08:48:46.517894
swiped in,False,112096194744,Lydell TAKAHARA,swipe system,2019-01-24 08:50:22.255096
swiped in,False,112094858600,Leonor KLOMP,swipe system,2019-01-24 08:54:28.981561
swiped in,False,112094242744,Randal PETLEY,swipe system,2019-01-24 08:55:09.091606
swiped in,False,112076983152,Thaddeus STABLES,swipe system,2019-01-24 08:58:00.244046
swiped in,False,112096061424,Marlee HORNEDO,swipe system,2019-01-24 08:58:38.393344
swiped in,False,112069076528,Judy MAUN,swipe system,2019-01-24 08:58:54.480701
swiped in,False,112094242856,Miracle YAKSICH,swipe system,2019-01-24 09:00:18.401727
swiped in,False,112098246496,Rigoberto RAEBER,swipe system,2019-01-24 09:00:18.460879
swiped in,False,112096528480,Irven DARNES,swipe system,2019-01-24 09:02:08.327526
swiped in,False,112069078768,Sherman MCCELLAND,swipe system,2019-01-24 09:04:58.262830
swiped in,False,112096528144,Grecia STIFEL,swipe system,2019-01-24 09:06:04.601311
swiped in,False,112084327560,Kennth DORFLER,swipe system,2019-01-24 09:05:58.410821
swiped in,False,112094243360,Star CHASON,swipe system,2019-01-24 09:06:14.955121
swiped in,False,112096138464,Maxwell TIBBETTS,swipe system,2019-01-24 09:08:21.438237
swiped in,False,112096528704,Eura GREBEL,swipe system,2019-01-24 09:10:41.432400
swiped in,False,112096526464,Savanna SHURTER,swipe system,2019-01-24 09:11:48.066773
swiped in,False,112097472296,Yareli BRAUNING,swipe system,2019-01-24 09:15:14.907261
swiped in,False,112094098040,Lia PANN,swipe system,2019-01-24 09:23:06.484466
swiped in,False,112083406744,Lavelle FEATHERS,swipe system,2019-01-24 09:23:26.691869
swiped in,False,112094099272,Arietta LESHANE,swipe system,2019-01-24 09:23:44.747505
swiped in,False,112076983376,Halley LONGARDNER,swipe system,2019-01-24 09:25:02.302472
swiped in,False,112094311424,Sanjuana SOGHOMONIAN,swipe system,2019-01-24 09:26:25.082814
swiped in,False,112083406072,Sharron SCHROM,swipe system,2019-01-24 09:27:11.803485
swiped in,False,112094243472,Valentino CUZZONE,swipe system,2019-01-24 09:28:06.501948
swiped in,False,112097921344,Kole ERHART,swipe system,2019-01-24 09:28:36.932169
swiped in,False,112094514144,Solomon JOHANNESEN,swipe system,2019-01-24 09:29:24.829078
swiped in,False,112084326720,Vergie ROTHMANN,swipe system,2019-01-24 09:29:18.009837
swiped in,False,112094244032,Hailey COZZOLINO,swipe system,2019-01-24 09:29:36.130970
swiped in,False,112094313776,Devin DIXIT,swipe system,2019-01-24 09:30:06.442386
swiped in,False,112083405400,Kelton KRECKMAN,swipe system,2019-01-24 09:31:16.290271
swiped in,False,112094098600,Bryce SARDO,swipe system,2019-01-24 09:33:06.238108
swiped in,False,112097534248,Ura VILCHECK,swipe system,2019-01-24 09:33:13.645037
swiped in,False,112076982928,Onie GHADIMI,swipe system,2019-01-24 09:33:30.157842
swiped in,False,112097852328,Nelle DALBERG,swipe system,2019-01-24 09:34:49.961448
swiped in,False,112094579344,Julian BROOMS,swipe system,2019-01-24 09:35:02.285134
swiped in,False,112071119424,Ardelle WONDERS,swipe system,2019-01-24 09:36:06.004568
swiped in,False,112084325432,Rose IRELAN,swipe system,2019-01-24 09:37:49.373683
swiped in,False,112069194192,Luciana CANTELLO,swipe system,2019-01-24 09:38:47.287349
swiped in,False,112084326832,Dereck YOCHIM,swipe system,2019-01-24 09:40:54.945830
swiped in,False,112094311760,Lavina DEMOYA,swipe system,2019-01-24 09:41:23.412711
swiped in,False,112069078992,John RIBLET,swipe system,2019-01-24 09:42:05.892568
swiped in,False,112094579792,Cheri ALEKNA,swipe system,2019-01-24 09:42:49.850107
swiped in,False,112096062432,Tomeka MCQUAIG,swipe system,2019-01-24 09:44:51.052871
swiped in,False,112094783360,Bernard HOANG,swipe system,2019-01-24 09:44:54.459091
swiped in,False,112076984048,Cleveland MARTINAK,swipe system,2019-01-24 09:45:47.237274
swiped in,False,112094244144,Conner HEISSE,swipe system,2019-01-24 09:48:02.936238
swiped in,False,112098246328,Shawanda COGMAN,swipe system,2019-01-24 09:47:21.811109
swiped in,False,112069076752,Dandre CHILDERS,swipe system,2019-01-24 09:49:23.890391
swiped in,True,112079615312,Anthony SKEENE,swipe system,2019-01-24 09:50:16.686651
swiped in,False,112094243248,Felecia BERNSHAUSEN,swipe system,2019-01-24 09:51:28.122417
swiped in,False,112096063048,Maye LATA,swipe system,2019-01-24 09:54:21.814403
swiped in,False,112094170024,Phoenix SORVARI,swipe system,2019-01-24 09:55:28.328644
swiped in,False,112094856304,Willene ARNELL,swipe system,2019-01-24 09:55:00.797882
swiped in,False,112094097480,Edie BESHIRS,swipe system,2019-01-24 09:55:06.144105
swiped in,False,112094579120,Idabelle HOCHHEISER,swipe system,2019-01-24 09:56:36.657238
swiped in,False,112094243808,Americo DEARMAN,swipe system,2019-01-24 09:58:14.034759
swiped in,False,112094785376,Crissy CHEPLICK,swipe system,2019-01-24 09:57:56.596950
swiped in,False,112096594296,Elta CABANAYAN,swipe system,2019-01-24 09:59:24.199838
swiped in,False,112094170472,Osborn STEINBACHER,swipe system,2019-01-24 10:04:37.862728
swiped in,False,4462834016,Nealie VILLALUNA,swipe system,2019-01-24 10:08:54.418880
swiped in,False,112094240840,Franklyn GONZALEZPEREZ,swipe system,2019-01-24 10:12:10.440776
swiped in,False,112096528480,Irven DARNES,swipe system,2019-01-24 10:12:45.501920
swiped in,False,112094314280,Tamika SLOTT,swipe system,2019-01-24 10:12:58.444776
swiped in,False,112094782968,Kaia ENICK,swipe system,2019-01-24 10:12:39.878967
swiped in,True,112097469160,Leatrice BARGERON,swipe system,2019-01-24 10:17:29.695395
swiped in,False,112096528144,Grecia STIFEL,swipe system,2019-01-24 10:22:10.267369
swiped in,False,112083464376,Parrish JANOWICZ,swipe system,2019-01-24 10:21:22.464259
swiped in,False,112097853112,Owen KOMADINA,swipe system,2019-01-24 10:27:33.265891
swiped in,True,112090028128,Belia NEY,swipe system,2019-01-24 10:31:43.484381
swiped in,False,112096139584,Lulla KIETZMAN,swipe system,2019-01-24 10:32:16.109231
swiped in,False,112083406744,Lavelle FEATHERS,swipe system,2019-01-24 10:33:09.341327
swiped in,False,112097603656,Worley DAMBERG,swipe system,2019-01-24 10:34:17.302324
swiped in,False,112097920112,Nicolette GLASBRENNER,swipe system,2019-01-24 10:38:39.115325
swiped in,False,112094100000,Andres RASNER,swipe system,2019-01-24 10:47:07.410606
swiped in,False,112097852832,Beverley NILSEN,swipe system,2019-01-24 10:48:04.651661
swiped in,False,112096592560,Samara TAMANG,swipe system,2019-01-24 10:52:32.560410
swiped in,True,112098245152,Latricia STROBRIDGE,swipe system,2019-01-24 11:00:13.834599
swiped in,True,112095457064,Oddie VALDOVINO,swipe system,2019-01-24 11:00:44.026520
swiped in,False,112096593064,Keon ESTRADO,swipe system,2019-01-24 11:02:34.631946
swiped in,True,112096463672,Meghann DAMRON,swipe system,2019-01-24 11:07:59.622497
swiped in,False,112076983376,Halley LONGARDNER,swipe system,2019-01-24 11:13:41.579458
swiped in,False,112083467064,Shalonda SZELES,swipe system,2019-01-24 11:15:07.558751
swiped in,False,112096140032,Triston KUPIEC,swipe system,2019-01-24 11:18:39.291304
swiped in,True,112097414504,Casimir VEENSTRA,swipe system,2019-01-24 11:22:38.207992
swiped in,False,112094311760,Lavina DEMOYA,swipe system,2019-01-24 11:24:22.927081
swiped in,True,112097922968,Norine SAIGH,swipe system,2019-01-24 11:24:39.901958
swiped in,True,112076920256,Diandra HOVAGIMIAN,swipe system,2019-01-24 11:26:19.626981
swiped in,False,112084326720,Vergie ROTHMANN,swipe system,2019-01-24 11:30:18.590654
swiped in,False,112071119424,Ardelle WONDERS,swipe system,2019-01-24 11:35:25.303211
swiped in,True,112068863816,Cristi FARRUGGIO,swipe system,2019-01-24 11:38:21.530910
swiped in,False,112096061256,Jere KASICA,swipe system,2019-01-24 11:39:10.552998
swiped in,False,112069141392,Benjiman FLEITES,swipe system,2019-01-24 11:40:39.619575
swiped in,True,112084053072,Denton PLONA,swipe system,2019-01-24 11:41:05.795231
swiped in,False,112094099272,Arietta LESHANE,swipe system,2019-01-24 11:46:01.931773
swiped in,False,112094244032,Hailey COZZOLINO,swipe system,2019-01-24 11:55:01.171432
swiped in,False,112094785376,Crissy CHEPLICK,swipe system,2019-01-24 11:55:21.814742
swiped in,False,112094243808,Americo DEARMAN,swipe system,2019-01-24 11:57:21.919022
swiped in,False,112096062656,Ebert BOISSY,swipe system,2019-01-24 11:58:00.449467
swiped in,True,112068674448,Grant COVELY,swipe system,2019-01-24 11:59:28.709006
swiped in,False,112094170472,Osborn STEINBACHER,swipe system,2019-01-24 11:59:46.318647
swiped in,False,112076984048,Cleveland MARTINAK,swipe system,2019-01-24 12:05:04.394984
swiped in,False,112097535984,Terell SUROWIEC,swipe system,2019-01-24 12:06:17.318372
swiped in,False,112094098040,Lia PANN,swipe system,2019-01-24 12:07:05.116240
swiped in,False,112094170024,Phoenix SORVARI,swipe system,2019-01-24 12:10:15.470134
swiped in,False,112094514144,Solomon JOHANNESEN,swipe system,2019-01-24 12:10:36.419847
swiped in,False,112096528144,Grecia STIFEL,swipe system,2019-01-24 12:12:58.147902
swiped in,False,112096062432,Tomeka MCQUAIG,swipe system,2019-01-24 12:12:46.113904
swiped in,False,112097853112,Owen KOMADINA,swipe system,2019-01-24 12:18:36.917865
swiped in,False,112069197664,Burr LEHECKA,swipe system,2019-01-24 12:20:04.612557
swiped in,True,112067860744,Veva SAGINARIO,swipe system,2019-01-24 12:20:20.207489
swiped in,False,112096139584,Lulla KIETZMAN,swipe system,2019-01-24 12:21:23.839373
swiped in,False,112094243472,Valentino CUZZONE,swipe system,2019-01-24 12:23:09.902945
swiped in,True,112068232472,Lilah SEVIGNY,swipe system,2019-01-24 12:24:13.858539
swiped in,True,112067983008,Shyheim HESSIAN,swipe system,2019-01-24 12:26:44.904139
swiped in,False,112094579344,Julian BROOMS,swipe system,2019-01-24 12:26:51.637929
swiped in,False,112098246328,Shawanda COGMAN,swipe system,2019-01-24 12:26:52.431888
swiped in,False,112094783360,Bernard HOANG,swipe system,2019-01-24 12:30:10.477189
swiped in,False,112096528592,Zillah AMADOR,swipe system,2019-01-24 12:32:07.889291
swiped in,False,112083464376,Parrish JANOWICZ,swipe system,2019-01-24 12:32:53.202064
swiped in,False,112094856304,Willene ARNELL,swipe system,2019-01-24 12:35:32.556548
swiped in,True,112067790944,Gwyneth HOLSING,swipe system,2019-01-24 12:38:11.431757
swiped in,True,112094655488,Martika SHEAROUSE,swipe system,2019-01-24 12:40:28.466902
swiped in,False,112096528480,Irven DARNES,swipe system,2019-01-24 12:41:16.791961
swiped in,False,112096063048,Maye LATA,swipe system,2019-01-24 12:41:58.482724
swiped in,False,112096594296,Elta CABANAYAN,swipe system,2019-01-24 12:42:21.611820
swiped in,False,112094100000,Andres RASNER,swipe system,2019-01-24 12:43:13.939192
swiped in,False,112097921232,Kia TRAPPIER,swipe system,2019-01-24 12:44:07.900945
swiped in,False,112094097480,Edie BESHIRS,swipe system,2019-01-24 12:48:04.935015
swiped in,False,112067599440,Alys MCMURTREY,swipe system,2019-01-24 12:50:01.484044
swiped in,False,112096592112,Katerina BURDESHAW,swipe system,2019-01-24 12:51:36.885817
swiped in,False,112097852328,Nelle DALBERG,swipe system,2019-01-24 12:52:12.559850
swiped in,False,112083406744,Lavelle FEATHERS,swipe system,2019-01-24 12:52:12.952496
swiped in,False,112097852832,Beverley NILSEN,swipe system,2019-01-24 12:53:22.886606
swiped in,True,112095641896,Cindy CASELLO,swipe system,2019-01-24 12:53:38.159831
swiped in,False,112096592560,Samara TAMANG,swipe system,2019-01-24 12:55:01.772869
swiped in,False,112097921344,Kole ERHART,swipe system,2019-01-24 12:56:06.384258
swiped in,False,112094857312,Crawford TRUCKE,swipe system,2019-01-24 12:57:54.088504
swiped in,False,112084326832,Dereck YOCHIM,swipe system,2019-01-24 12:57:38.672530
swiped in,False,112096062096,Katelynn MIKOLICH,swipe system,2019-01-24 13:03:52.674768
swiped in,False,112097852720,Janna WAMBLES,swipe system,2019-01-24 13:05:09.673450
swiped in,False,112094783696,Tyson SHARA,swipe system,2019-01-24 13:08:03.075513
swiped in,False,112096139360,Ciji WARTHAN,swipe system,2019-01-24 13:10:00.838790
swiped in,True,112095644584,Iesha TAMBORINI,swipe system,2019-01-24 13:12:48.555578
swiped in,False,112094242856,Miracle YAKSICH,swipe system,2019-01-24 13:14:55.189901
